video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxXDsf4XJx3GYwCrpN4AaABAg.AHYHQSlTrCTAMbHvtUNIyn,UgxXDsf4XJx3GYwCrpN4AaABAg,@basilisboom,UCTMQmkuBxcc4M32oGzOBxIA,Yes ❤,en,2025-09-03T10:45:35Z,2025-09-03 06:45:35,1
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxXDsf4XJx3GYwCrpN4AaABAg.AHYHQSlTrCTANJT4MeksA4,UgxXDsf4XJx3GYwCrpN4AaABAg,@GriffPark,UC29jkiujkN9lJI-VJCXP_4w,Been following them since the Ben Moody days and their Origin CD. Absolutely adore her. I’ve always wondered why her and Sully Erna never collaborated. OMG… what’s jam that would be.,en,2025-09-20T23:48:49Z,2025-09-20 19:48:49,0
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxXDsf4XJx3GYwCrpN4AaABAg.AHYHQSlTrCTAO0znHrvJ6S,UgxXDsf4XJx3GYwCrpN4AaABAg,@marcopaillacheo9093,UCHOLoDbw00QBpCBcPzcrqKQ,Presente     buena    banda   gótica   saludos   desde   la  ciudad   de  osorno   pais   chile,es,2025-10-08T16:09:16Z,2025-10-08 12:09:16,0
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxXDsf4XJx3GYwCrpN4AaABAg.AHYHQSlTrCTAOeAs87u1kR,UgxXDsf4XJx3GYwCrpN4AaABAg,@scytob,UCQXkxd_jSReJ0LDzUSeQArA,"Yup, the were the opening act at a show we went too, they were great.",en,2025-10-24T06:44:25Z,2025-10-24 02:44:25,0
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxXDsf4XJx3GYwCrpN4AaABAg.AHYHQSlTrCTAQRztSDNRQm,UgxXDsf4XJx3GYwCrpN4AaABAg,@PierAngely-j7f6r,UCk9yDhl1bF_-5-FcEQM6Bxg,Always 🤘,sr,2025-12-07T20:52:24Z,2025-12-07 15:52:24,0
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,Ugw2F4JbePKUnlwh4G94AaABAg.AHWUYc8AVXAAHWh35xxS7k,Ugw2F4JbePKUnlwh4G94AaABAg,@daividsonpinheiro29,UCQCU2n2aAHQ7tDk73NuW4aA,"13/12/81. Amy Lee, 43 anos. Talentosa e carismática",gl,2025-04-30T00:01:29Z,2025-04-29 20:01:29,0
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgxKANUDwwkWFT31FPt4AaABAg.AHK4bXwWmhuAHKbNTqerHy,UgxKANUDwwkWFT31FPt4AaABAg,@marctemura2017,UCfkzpGkT87EcUM5j7aMv8_Q,This song is 🔥.,en,2025-04-25T07:20:57Z,2025-04-25 03:20:57,1
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgwjAXOEM6r6y7eivqx4AaABAg.AHJndFD9TzVAIJtWb2tqLT,UgwjAXOEM6r6y7eivqx4AaABAg,@castbet9183,UCxpSkRxFcMh2BapmKyopj4w,A true gem of an era right there I remember first hearing her in the Ben Afleck Daredevil,en,2025-05-19T21:11:38Z,2025-05-19 17:11:38,4
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgwjAXOEM6r6y7eivqx4AaABAg.AHJndFD9TzVAIK7yAI-woZ,UgwjAXOEM6r6y7eivqx4AaABAg,@majinvampire,UCJz-XFgEG6K6AAkie9Nmwew,@castbet9183 That song made Daredevil a hit! That montage with Electra and Daredevil is ingrained in my soul!!!!!!,en,2025-05-19T23:26:36Z,2025-05-19 19:26:36,4
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgwjAXOEM6r6y7eivqx4AaABAg.AHJndFD9TzVAJ38mS2OA6X,UgwjAXOEM6r6y7eivqx4AaABAg,@DragonKnightX12,UCJDoXhtfbxHE9f9t3PhM23A,"Ngl I didn't really care for the last few albums, but these songs for DMC and Ballerina are fire.",en,2025-06-07T05:38:03Z,2025-06-07 01:38:03,1
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgyE50uI7GET1rtCnwd4AaABAg.AHGB4eM6SeKAHgYLqV9oeG,UgyE50uI7GET1rtCnwd4AaABAg,@joshuaearlmacabate-ff3rp,UCMsAnbHXT7L9v-lEdxc83Ww,"Bro we need more songs like these in the movies, we really need to bring back the classics like linkin park and evanescence",en,2025-05-04T05:08:18Z,2025-05-04 01:08:18,12
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgyE50uI7GET1rtCnwd4AaABAg.AHGB4eM6SeKAI373D06dMr,UgyE50uI7GET1rtCnwd4AaABAg,@Vergiliuspardus,UCZyCeu62MwydHKAeyYmOD1A,did you say......POWER??!?!?!?!?,en,2025-05-13T08:51:36Z,2025-05-13 04:51:36,9
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,UgyE50uI7GET1rtCnwd4AaABAg.AHGB4eM6SeKAI913awLExR,UgyE50uI7GET1rtCnwd4AaABAg,@janemmanuelbuan4254,UC2exddJ49YNRjxPhhKAErBQ,"@Vergiliuspardus Yes, Vergil, we get it. We know how much you love your power  (-_-)",en,2025-05-15T15:54:41Z,2025-05-15 11:54:41,5
V0OvkwOJgi4,"Devil May Cry | ""Afterlife"" Official Music Video feat. Evanescence | Netflix",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-04-17T16:00:00Z,Ugxdz6WPQz_gNDtO1ZV4AaABAg.AHEPmK0p-knAHEPyZnPUR9,Ugxdz6WPQz_gNDtO1ZV4AaABAg,@Drinking393,UCwCf-DVfI8ab8pjvYHWF_dQ,Доречі забула постаріти,uk,2025-04-22T21:37:07Z,2025-04-22 17:37:07,0
