video_id,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,comment_id,comment_parent_id,comment_author_display,comment_author_channel_id,comment_text,comment_lang,comment_published_utc,comment_published_local,comment_like_count,comment_reply_count
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgzraSrDzAychdM9haB4AaABAg,NA,@salukhatunsalema1678,UCsaqltA9Ni6MLya8rJZu4jQ,"Fantastic video, really appreciate your effort!",es,2025-03-19T12:49:16Z,2025-03-19 08:49:16,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,Ugy3FlkBD8m0uLnx8tp4AaABAg,NA,@topetot,UCsSGxFlcgGU6MjCIzB20dmg,i miss guenther steiner ☕,de,2025-03-17T13:13:45Z,2025-03-17 09:13:45,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgxJgtSS3bKCcZgn6sJ4AaABAg,NA,@Chief-ek1vl,UCJpPwdjzC3QPgznRk0XpMHg,Cant wait to get reminded about Christian Horners cock again,en,2025-03-17T05:26:15Z,2025-03-17 01:26:15,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgzpVzJJO7PhU9BLO8t4AaABAg,NA,@HENS-VII,UCch8Rt8nGAcUWhxLDtmYzwg,Wtf russel win beligum gp😂 he should got dsq,nl,2025-03-17T00:26:06Z,2025-03-16 20:26:06,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgyCFGcIQqIwCtT1vVN4AaABAg,NA,@bistrainmiguel,UCXGaKzE4EhM4gXHDx9X8jUw,Puta serie racista!!,NA,2025-03-12T01:44:28Z,2025-03-11 21:44:28,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,Ugw1fLguC9SbgleMS8F4AaABAg,NA,@lucianomajolo2879,UCaYGBdHYFyyOwHUKbXaHcKg,Dan vergüenza dejando afuera a la revelación de la F1 Franco Colapinto y varias cosas más😢,es,2025-03-12T01:21:51Z,2025-03-11 21:21:51,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgwMUPGFkKiCV3jZBrd4AaABAg,NA,@sho_rty6,UCQb1kLOF1hw_K12ep8XX_7g,💚💚💚,ja,2025-03-11T23:58:58Z,2025-03-11 19:58:58,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgzjY34VGNgkFInTFxR4AaABAg,NA,@adrianarmijos8102,UCHaBamyCvKhTXWrxUZo13HA,FULL OF CRAP,la,2025-03-11T21:42:19Z,2025-03-11 17:42:19,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgxGE-hwMr1PaGctZwB4AaABAg,NA,@ryangallardo3427,UCIYV1lNIxqn0ObARquafVJA,Alright gotta say Netflix adding fake storylines and drama is making new fans toxic asf,en,2025-03-11T17:36:54Z,2025-03-11 13:36:54,1,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgywE5xXRbqz8Cwps9t4AaABAg,NA,@Dan-199,UCU61La3qXgBB2golppoWO1g,"Very disappointed this season, very staged and manufacturing story’s that was never their. Go back to the raw emotion and realness of people like season 1-5. 1 team 1 episode was so much better.",en,2025-03-11T13:10:10Z,2025-03-11 09:10:10,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgzXBuNz2oFzp8WhiHB4AaABAg,NA,@galileogalilei7270,UC4MxUitWPk7aHwBHkRjjhIw,No Franco No watch,es,2025-03-11T12:33:24Z,2025-03-11 08:33:24,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgztnanZjgeTZP2_9-d4AaABAg,NA,@mayapena1018,UCqVV917mGE_5MOZlg_6YIIQ,"Youre a piece of shit netflix, gaining privacy by only allowing owners to watch? What about their fucken kids? What about those in college who cant afford that shit? You are a piece of shit",en,2025-03-11T08:52:22Z,2025-03-11 04:52:22,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgwELclNz4PnTdZesWB4AaABAg,NA,@tashingadururu7527,UCf2QryiA3SMdEliln1aRdOA,Guenther Goat🔥,en,2025-03-11T06:07:05Z,2025-03-11 02:07:05,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgwuZBKR4tPoVrh_ehl4AaABAg,NA,@fulse1856,UCXV6GTcuFaReYQT47rQmCnA,What the f is that in the ocon épisode they made colapinto crash and tires not ready look liké it's ocon fault while it's colapinto which made thé collision and the tires it was alpine fault,en,2025-03-10T23:32:00Z,2025-03-10 19:32:00,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgwWw8uqT7QWaNx-DQR4AaABAg,NA,@UnitedFan33,UCCRY4XPDA9XY4PJcPdWV23A,"Zak is a prick, coming from the biggest one in formula 1",en,2025-03-10T22:09:05Z,2025-03-10 18:09:05,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgyZe9I3kAT_MuuVSXJ4AaABAg,NA,@Quazi-Moto,UCI7B18q3huCJUv1qv-O1thg,"Shame on you for manufacturing BS drama where none existed.

I can't help but wonder if ruining every-single-thing they lay their grubby mitts on is in Netflix's mission statement.

At this rate the name 'Netfix' will soon be synonymous with wasted potential and destroyed IPs. They're already VERY close, and seem to have no interest whatsoever in correcting course",en,2025-03-10T15:10:14Z,2025-03-10 11:10:14,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgxGK3TIqZHkJiegonJ4AaABAg,NA,@abdeldorado,UCBmsFudMwy-KOUXt2ZPv9jQ,"Glad Lewis, Max and others are boycotting this piece of crap.",en,2025-03-10T06:20:40Z,2025-03-10 02:20:40,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgwkDjaNqirMqkaLAo94AaABAg,NA,@vincat84,UC-0lQJX_Db0uW-ZWAbwKtRQ,Where is Colapinto?,en,2025-03-10T01:09:59Z,2025-03-09 21:09:59,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgxkI4pH-ZG2Gb0EeTp4AaABAg,NA,@theautomobilechronicles,UCaNK-zNAC6yTqyBXEDgKeKA,"I mean it's more of the same 
These guys are doing the opposite of what the FIA is doing, which is focusing on people swearing. It's gotten a bit saturated",en,2025-03-09T23:34:56Z,2025-03-09 19:34:56,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgzOmOvHbfp4aYScgAl4AaABAg,NA,@Olalaa1123,UCHdzEYf4SKx6X1oEKaSi65A,I did not watch a single actual F1 race so that I could enjoy Drive to Survive more.,en,2025-03-09T20:56:06Z,2025-03-09 16:56:06,1,1
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgxUoekdaOyx4jorqNV4AaABAg,NA,@richardsculley67,UClgcdcXxCV1l4tAVV94m0Tg,"Horner “there are winners and wankers” in F1

We all know now who the biggest wanker in F1 now",en,2025-03-09T20:12:53Z,2025-03-09 16:12:53,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgyKxvXkz-uQFLcxvTx4AaABAg,NA,@MikeKleinsteuber,UCEzKln-wzPJAkwfHPg5i6tA,It's OK I suppose but getting a little formulaic now. A shame they didn't mix up the journos a bit as Buxton is really unconvincing in reading his lines. And you never really do more than scratch the surface and get more than pre-planned scripted rhetoric. Skin deep....but it's all we got....so enjoy it....,en,2025-03-09T13:44:38Z,2025-03-09 09:44:38,0,0
8cQZlovbS-o,Formula 1: Drive to Survive - Season 7 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-28T16:00:03Z,806026,22186,670,UgyCkCQPJMnaKaia1Rt4AaABAg,NA,@webcris4037,UCVXGSPJdBZSiz1291fY9AxQ,Cada vez cae más bajo esta serie,es,2025-03-09T03:01:52Z,2025-03-08 22:01:52,0,0
